"region","age","sex","2019"
"05 Östergötland county","31 years","men",3388.0
"05 Östergötland county","31 years","women",3029.0
"05 Östergötland county","32 years","men",3225.0
"05 Östergötland county","32 years","women",2878.0
"05 Östergötland county","33 years","men",3070.5
"05 Östergötland county","33 years","women",2947.0
"05 Östergötland county","34 years","men",3115.5
"05 Östergötland county","34 years","women",2763.5
"05 Östergötland county","35 years","men",2787.5
"05 Östergötland county","35 years","women",2546.0
"05 Östergötland county","36 years","men",2890.0
"05 Östergötland county","36 years","women",2640.0
"05 Östergötland county","37 years","men",2770.0
"05 Östergötland county","37 years","women",2528.0
"05 Östergötland county","38 years","men",2725.5
"05 Östergötland county","38 years","women",2600.5
"05 Östergötland county","39 years","men",2867.5
"05 Östergötland county","39 years","women",2722.0
"05 Östergötland county","40 years","men",2791.0
"05 Östergötland county","40 years","women",2606.0
"05 Östergötland county","41 years","men",2738.5
"05 Östergötland county","41 years","women",2652.5
"05 Östergötland county","42 years","men",2812.5
"05 Östergötland county","42 years","women",2645.0
"05 Östergötland county","43 years","men",2737.5
"05 Östergötland county","43 years","women",2741.5
"05 Östergötland county","44 years","men",2804.5
"05 Östergötland county","44 years","women",2700.5
"05 Östergötland county","45 years","men",3050.0
"05 Östergötland county","45 years","women",2958.0
"05 Östergötland county","46 years","men",3006.5
"05 Östergötland county","46 years","women",2823.5
"05 Östergötland county","47 years","men",2968.5
"05 Östergötland county","47 years","women",2847.5
"05 Östergötland county","48 years","men",3003.0
"05 Östergötland county","48 years","women",2844.5
"05 Östergötland county","49 years","men",2992.0
"05 Östergötland county","49 years","women",2789.5
"05 Östergötland county","50 years","men",2927.0
"05 Östergötland county","50 years","women",2740.5
"05 Östergötland county","51 years","men",2935.0
"05 Östergötland county","51 years","women",2824.0
"05 Östergötland county","52 years","men",3142.0
"05 Östergötland county","52 years","women",2992.0
"05 Östergötland county","53 years","men",3185.5
"05 Östergötland county","53 years","women",3129.0
"05 Östergötland county","54 years","men",3197.0
"05 Östergötland county","54 years","women",3104.5
"05 Östergötland county","55 years","men",3128.0
"05 Östergötland county","55 years","women",2975.0
"05 Östergötland county","56 years","men",2942.0
"05 Östergötland county","56 years","women",2686.5
"05 Östergötland county","57 years","men",2651.5
"05 Östergötland county","57 years","women",2689.5
"05 Östergötland county","58 years","men",2617.0
"05 Östergötland county","58 years","women",2477.5
"05 Östergötland county","59 years","men",2658.5
"05 Östergötland county","59 years","women",2552.0
"05 Östergötland county","60 years","men",2604.5
"05 Östergötland county","60 years","women",2512.5
"05 Östergötland county","61 years","men",2664.5
"05 Östergötland county","61 years","women",2561.5
"05 Östergötland county","62 years","men",2554.5
"05 Östergötland county","62 years","women",2630.5
"05 Östergötland county","63 years","men",2591.5
"05 Östergötland county","63 years","women",2467.0
"05 Östergötland county","64 years","men",2498.0
"05 Östergötland county","64 years","women",2489.0
"05 Östergötland county","65 years","men",2370.5
"05 Östergötland county","65 years","women",2460.5
"05 Östergötland county","66 years","men",2496.5
"05 Östergötland county","66 years","women",2557.5
"05 Östergötland county","67 years","men",2458.0
"05 Östergötland county","67 years","women",2468.5
"05 Östergötland county","68 years","men",2377.5
"05 Östergötland county","68 years","women",2479.0
"05 Östergötland county","69 years","men",2533.5
"05 Östergötland county","69 years","women",2594.5
"05 Östergötland county","70 years","men",2554.5
"05 Östergötland county","70 years","women",2701.5
"05 Östergötland county","71 years","men",2511.0
"05 Östergötland county","71 years","women",2687.0
"05 Östergötland county","72 years","men",2514.0
"05 Östergötland county","72 years","women",2631.5
"05 Östergötland county","73 years","men",2600.0
"05 Östergötland county","73 years","women",2701.5
"05 Östergötland county","74 years","men",2449.5
"05 Östergötland county","74 years","women",2582.5
"05 Östergötland county","75 years","men",2357.5
"05 Östergötland county","75 years","women",2498.5
"05 Östergötland county","76 years","men",2130.5
"05 Östergötland county","76 years","women",2216.0
"05 Östergötland county","77 years","men",1973.5
"05 Östergötland county","77 years","women",2097.5
"05 Östergötland county","78 years","men",1666.0
"05 Östergötland county","78 years","women",1899.5
"05 Östergötland county","79 years","men",1532.5
"05 Östergötland county","79 years","women",1694.5
"05 Östergötland county","80 years","men",1385.0
"05 Östergötland county","80 years","women",1671.0
"05 Östergötland county","81 years","men",1290.5
"05 Östergötland county","81 years","women",1547.0
"05 Östergötland county","82 years","men",1236.5
"05 Östergötland county","82 years","women",1406.5
"05 Östergötland county","83 years","men",1035.5
"05 Östergötland county","83 years","women",1322.5
"05 Östergötland county","84 years","men",944.5
"05 Östergötland county","84 years","women",1271.0
"05 Östergötland county","85 years","men",792.0
"05 Östergötland county","85 years","women",1086.0
"05 Östergötland county","86 years","men",697.5
"05 Östergötland county","86 years","women",1059.5
"05 Östergötland county","87 years","men",638.5
"05 Östergötland county","87 years","women",996.0
"05 Östergötland county","88 years","men",542.5
"05 Östergötland county","88 years","women",910.5
"05 Östergötland county","89 years","men",495.0
"05 Östergötland county","89 years","women",786.5
"05 Östergötland county","90 years","men",435.0
"05 Östergötland county","90 years","women",726.0
"05 Östergötland county","91 years","men",328.5
"05 Östergötland county","91 years","women",625.5
"05 Östergötland county","92 years","men",265.0
"05 Östergötland county","92 years","women",569.5
"05 Östergötland county","93 years","men",214.0
"05 Östergötland county","93 years","women",478.5
"05 Östergötland county","94 years","men",154.0
"05 Östergötland county","94 years","women",354.5
"05 Östergötland county","95 years","men",98.5
"05 Östergötland county","95 years","women",282.0
"05 Östergötland county","96 years","men",78.0
"05 Östergötland county","96 years","women",199.5
"05 Östergötland county","97 years","men",58.0
"05 Östergötland county","97 years","women",138.0
"05 Östergötland county","98 years","men",40.5
"05 Östergötland county","98 years","women",132.5
"05 Östergötland county","99 years","men",24.5
"05 Östergötland county","99 years","women",78.5
"05 Östergötland county","100+ years","men",22.5
"05 Östergötland county","100+ years","women",102.5
"06 Jönköping county","0 years","men",1065.5
"06 Jönköping county","0 years","women",1005.0
"06 Jönköping county","1 year","men",2182.0
"06 Jönköping county","1 year","women",2082.0
"06 Jönköping county","2 years","men",2198.0
"06 Jönköping county","2 years","women",2057.5
"06 Jönköping county","3 years","men",2263.5
"06 Jönköping county","3 years","women",2212.0
"06 Jönköping county","4 years","men",2258.5
"06 Jönköping county","4 years","women",2204.0
"06 Jönköping county","5 years","men",2276.5
"06 Jönköping county","5 years","women",2231.5
"06 Jönköping county","6 years","men",2312.5
"06 Jönköping county","6 years","women",2095.5
"06 Jönköping county","7 years","men",2402.5
"06 Jönköping county","7 years","women",2105.5
"06 Jönköping county","8 years","men",2346.0
"06 Jönköping county","8 years","women",2253.5
"06 Jönköping county","9 years","men",2329.0
"06 Jönköping county","9 years","women",2274.0
"06 Jönköping county","10 years","men",2242.5
"06 Jönköping county","10 years","women",2220.0
"06 Jönköping county","11 years","men",2262.0
"06 Jönköping county","11 years","women",2215.5
"06 Jönköping county","12 years","men",2286.5
"06 Jönköping county","12 years","women",2149.5
"06 Jönköping county","13 years","men",2245.5
"06 Jönköping county","13 years","women",2141.5
"06 Jönköping county","14 years","men",2246.5
"06 Jönköping county","14 years","women",2022.0
"06 Jönköping county","15 years","men",2233.5
"06 Jönköping county","15 years","women",2093.0
"06 Jönköping county","16 years","men",2225.5
"06 Jönköping county","16 years","women",2048.0
"06 Jönköping county","17 years","men",2244.0
"06 Jönköping county","17 years","women",2047.5
"06 Jönköping county","18 years","men",2115.5
"06 Jönköping county","18 years","women",1979.5
"06 Jönköping county","19 years","men",2173.5
"06 Jönköping county","19 years","women",1947.0
"06 Jönköping county","20 years","men",2402.5
"06 Jönköping county","20 years","women",1854.0
"06 Jönköping county","21 years","men",2282.0
"06 Jönköping county","21 years","women",1957.5
"06 Jönköping county","22 years","men",2149.5
"06 Jönköping county","22 years","women",1904.0
"06 Jönköping county","23 years","men",2312.0
"06 Jönköping county","23 years","women",2047.5
"06 Jönköping county","24 years","men",2423.5
"06 Jönköping county","24 years","women",2074.0
"06 Jönköping county","25 years","men",2488.5
"06 Jönköping county","25 years","women",2286.5
"06 Jönköping county","26 years","men",2564.5
"06 Jönköping county","26 years","women",2251.5
"06 Jönköping county","27 years","men",2743.0
"06 Jönköping county","27 years","women",2384.0
"06 Jönköping county","28 years","men",2682.5
"06 Jönköping county","28 years","women",2408.0
"06 Jönköping county","29 years","men",2610.5
"06 Jönköping county","29 years","women",2408.5
"06 Jönköping county","30 years","men",2549.0
"06 Jönköping county","30 years","women",2283.5
"06 Jönköping county","31 years","men",2528.0
"06 Jönköping county","31 years","women",2336.5
"06 Jönköping county","32 years","men",2348.5
"06 Jönköping county","32 years","women",2214.5
"06 Jönköping county","33 years","men",2392.5
"06 Jönköping county","33 years","women",2173.5
"06 Jönköping county","34 years","men",2313.5
"06 Jönköping county","34 years","women",2188.5
"06 Jönköping county","35 years","men",2236.0
"06 Jönköping county","35 years","women",2020.5
"06 Jönköping county","36 years","men",2169.5
"06 Jönköping county","36 years","women",2041.0
"06 Jönköping county","37 years","men",2186.0
"06 Jönköping county","37 years","women",2001.5
"06 Jönköping county","38 years","men",2051.0
"06 Jönköping county","38 years","women",1939.5
"06 Jönköping county","39 years","men",2167.5
"06 Jönköping county","39 years","women",2050.0
"06 Jönköping county","40 years","men",2134.5
"06 Jönköping county","40 years","women",2080.5
"06 Jönköping county","41 years","men",2129.5
"06 Jönköping county","41 years","women",1977.0
"06 Jönköping county","42 years","men",2135.0
"06 Jönköping county","42 years","women",1997.0
"06 Jönköping county","43 years","men",2152.0
"06 Jönköping county","43 years","women",2074.5
"06 Jönköping county","44 years","men",2213.0
"06 Jönköping county","44 years","women",2127.0
"06 Jönköping county","45 years","men",2280.5
"06 Jönköping county","45 years","women",2140.5
"06 Jönköping county","46 years","men",2280.0
"06 Jönköping county","46 years","women",2188.0
"06 Jönköping county","47 years","men",2301.0
"06 Jönköping county","47 years","women",2224.5
"06 Jönköping county","48 years","men",2323.5
"06 Jönköping county","48 years","women",2363.5
"06 Jönköping county","49 years","men",2363.5
"06 Jönköping county","49 years","women",2246.5
"06 Jönköping county","50 years","men",2301.0
"06 Jönköping county","50 years","women",2200.0
"06 Jönköping county","51 years","men",2510.0
"06 Jönköping county","51 years","women",2321.0
"06 Jönköping county","52 years","men",2514.0
"06 Jönköping county","52 years","women",2362.5
"06 Jönköping county","53 years","men",2519.5
"06 Jönköping county","53 years","women",2335.5
"06 Jönköping county","54 years","men",2507.0
"06 Jönköping county","54 years","women",2420.0
"06 Jönköping county","55 years","men",2402.5
"06 Jönköping county","55 years","women",2246.5
"06 Jönköping county","56 years","men",2377.5
"06 Jönköping county","56 years","women",2120.0
"06 Jönköping county","57 years","men",2184.0
"06 Jönköping county","57 years","women",2083.0
"06 Jönköping county","58 years","men",2039.0
